news_title,news_content,published_date
"[st&현장] 염경엽 감독의 극찬 ""송승기, 나와 팬들에게 희망 주는 투구 펼쳤다""","23일 오후 서울 송파구 잠실야구장에서 열린 프로야구 2025 KBO리그 롯데 자이언츠 대 LG 트윈스의 경기, LG 염경엽 감독이 경기를 지켜보고 있다. 사진┃뉴시스


[STN뉴스=잠실] 이형주 기자 = 염경엽(57) 감독이 기쁨을 드러냈다.

LG 트윈스는 27일 서울 송파구 잠실야구장에서 열린 2025 신한 SOL뱅크 KBO리그 한화 이글스와의 경기에서 2-1로 승리했다. LG는 개막 5연승을 질주했다. 한화는 4연패에 빠졌다.

LG는 선발 송승기가 7이닝 동안 94개의 공을 던지며 1피안타 1사사구 5탈삼진 환상투로 승리를 견인했다. 타선에서는 김현수가 8회말 2타점 결승타로 승리를 만들었다. 

경기 후 염경엽 감독은 ""송승기가 KBO 1군 첫 선발경기임에도 당당하게 공격적인 피칭을 보여준것에 대해 칭찬해주고 싶다. 앞으로 투구에 대해서 나를 포함한 코칭스텝과 팀원들에게 그리고 팬들에게도 희망을 주는 피칭이었다""라며 운을 뗐다. 

이어 ""선발에 이어나온 우리 승리조들이 자기이닝을 잘 책임져주며 승리를 지킬수 있었다""라며 찬사를 보냈다. 

또 ""전체적으로 오늘 시소 경기였는데 끝까지 집중력을 발휘해서 승리를 만들어낸 선수들 칭찬하고 싶다. 특히 김현수가 오늘의 결승타가 반전의 계기가 되어 타격감이 올라와서 팀의 중심역할을 꾸준히 해주었으면 좋겠다""라고 밝혔다. 

마지막으로 염경엽 감독은 팬들을 향해 ""오늘도 관중석을 매진으로 가득 채워주시고 비가오는 쌀쌀한 날씨에도 끝까지 자리에서 응원해주신 팬들 덕분에 연승을 이어갈 수 있었다. 감사드린다""라고 덧붙였다. 

STN뉴스=이형주 기자",2025-03-27
"'5연승' 질주한 LG ""선발 송승기의 완벽투"" [뉴시스Pic]","[서울=뉴시스]김근수 김진아 문채현 기자 = 기대주 송승기의 기대 이상의 호투에 힘입어 LG 트윈스가 개막 5연승을 이어갔다. LG는 27일 잠실구장에서 열린 2025 신한 쏠뱅크 KBO리그 한화 이글스와의 경기에서 2-1 신승을 거뒀다. 염경엽 LG 감독 역시 송승기의 투구를 향해 만족감을 드러냈다. 데뷔 첫 선발 등판에 나선 송승기는 이날 94개 공을 던져 7이닝 1피안타 무실점을 기록, 만원 관중 앞에 강한 인상을 남겼다. 볼넷은 단 1개 만을 내주고 삼진은 5개를 잡았다. 경기 전까지만 해도 염경엽 감독은 ""(승기가) 볼넷만 내주지 않았으면 좋겠다. 선발 투수인 만큼 5이닝은 던져줬으면 좋겠다""고 말하며 우려를 내비치기도 했으나, 이날 경기에서 그가 보여준 활약에 염 감독은 결국 박수를 보내지 않을 수 없었다. 염경엽 감독은 경기 후 ""송승기가 KBO리그 1군 첫 선발경기임에도 당당하게 공격적인 피칭을 보여준 것에 대해 칭찬해 주고 싶다""고 말했다. 그는 ""(그의 오늘 경기력은) 앞으로의 경기와 투구에 대해서 나를 포함한 코칭스태프와 팀원들에게, 그리고 팬들에게도 희망을 주는 피칭이었다""고도 호평했다. 아울러 염 감독은 ""선발에 이어 나온 우리 승리 조 선수들이 자기 이닝을 잘 책임져주며 승리를 지킬 수 있었다""라며 ""전체적으로 오늘 시소 경기였는데 끝까지 집중력을 발휘해서 승리를 만들어낸 선수들 칭찬하고 싶다""고 덧붙였다. 이날 경기는 양 팀 선발진의 호투에 0-0 균형이 끈질기게 이어졌다. 그리고 해결사로 나선 타자는 김현수였다. 그는 8회말 2타점 적시타로 이날 경기를 승리로 이끌었다. 염 감독은 ""오늘의 결승타를 반전의 계기로 삼아 김현수의 타격감이 올라와서 그가 팀의 중심 역할을 꾸준히 해줬으면 좋겠다""는 바람을 드러냈다. 마지막으로 염 감독은 ""오늘도 관중석을 매진으로 가득 채워주시고 비가 오는 쌀쌀한 날씨에도 끝까지 자리에서 응원해 주신 팬들 덕분에 연승을 이어갈 수 있었다""며 팬들을 향한 감사 인사를 전했다.",2025-03-27
"송승기 7이닝 무실점→김현수 8회말 결승타→개막 5연승, 염갈량 “첫 선발 송승기의 공격적인 피칭, 팬들에게도 희망 주는 피칭”","[OSEN=잠실, 한용섭 기자] 프로야구 LG 트윈스가 개막 후 5연승을 달렸다. 단독 1위다. LG는 27일 서울 잠실구장에서 열린 2025 KBO리그 한화와 경기에서 2-1로 승리했다. 지난해 군대에서 제대, 이날 프로 첫 선발투수로 등판한 송승기는 빛나는 투구를 보였다. 7이닝 동안 94구를 던지며 1피안타 1볼넷 5탈삼진 무실점을 기록했다. 7회까지 0-0 투수전이 이어져 승리는 챙기지 못했다. 8회초 박명근이 1사 후 볼넷을 내줬으나 병살타로 이닝을 끝냈다. LG는 8회말 2사 후에 오스틴이 우전 안타, 문보경이 좌전 안타를 때려 1,3루 찬스를 만들었다. 오지환은 볼넷을 골라 만루가 됐다. 2사 만루에서 김현수가 한승혁의 150km 직구를 공략해 2루수 키를 넘어가는 우전 적시타를 때려, 주자 2명을 홈으로 불러 들였다. 9회초 김강률이 올라왔다. 1사 후 김태연을 볼넷으로 내보냈고, 2사 2루에서 플로리얼에게 우전 적시타를 맞아 2-1이 됐다. 2사 1루에서 노시환을 유격수 뜬공으로 1점 차 승리를 지켰다. 염경엽 감독은 경기 후 “송승기가 KBO 1군 첫 선발 경기임에도 당당하게 공격적인 피칭을 보여준것에 대해 칭찬해주고 싶다. 앞으로 투구에 대해서 나를 포함한 코칭스텝과 팀원들에게 그리고 팬들에게도 희망을 주는 피칭이었다”고 칭찬했다. 이어 “선발에 이어나온 우리 승리조들이 자기이닝을 잘 책임져주며 승리를 지킬수 있었다”고 덧붙였다. 염 감독은 “전체적으로 오늘 시소 경기였는데 끝까지 집중력을 발휘해서 승리를 만들어낸 선수들 칭찬하고 싶다. 김현수가 오늘의 결승타가 반전의 계기가 되어 타격감이 올라와서 팀의 중심역할을 꾸준히 해주었으면 좋겠다”고 말했다. LG는 이날도 2만3750명 매진을 기록했다. 개막 후 5연속 매진 신기록이다. 염 감독은 “오늘도 관중석을 매진으로 가득 채워주시고 비가 오는 쌀쌀한 날씨에도 끝까지 자리에서 응원해주신 팬들 덕분에 연승을 이어갈 수 있었다. 감사드린다”고 인사했다. /orange@osen.co.kr",2025-03-27
"'LG 명강의' 불펜이 약하면, 선발이 오래 던지면 됩니다… 미친 5연승, 미친 선발 파이브","[스포티비뉴스=잠실, 김태우 기자] LG는 투·타 모두에서 짜임새 있는 전력을 가지고 있다는 평가를 받지만, 고민도 있다. 바로 2023년 한국시리즈 우승 당시보다 크게 헐거워진 불펜이다. 고우석이 미국으로 갔고, 함덕주는 부상이고, 정우영은 아직 자기 공을 못 찾고 있다. 염경엽 LG 감독도 6월은 되어야 불펜이 안정화가 될 것으로 본다. 현재 팀의 가장 큰 고민이 불펜이라는 점을 굳이 숨기려고는 하지 않는다. 그런데 LG가 그런 불펜의 약세 속에서도 개막 5연승이라는 기가 막힌 출발을 했다. 타선도 요소요소에서 좋은 활약을 했지만, 역시 일등공신은 바로 선발진이다. 개막 로테이션에 포함된 5명의 선발 투수가 기가 막힌 활약을 펼치며 팀 쾌조의 스타트를 이끌었다. LG는 26일까지 시즌 4경기에서 팀 평균자책점 1.00의 짠물투를 보여주고 있었다. 이중 선발 평균자책점은 0.62에 불과했다. 던진 선수들이 다 잘했다. 22일 롯데와 개막전 선발로 나선 요니 치리노스가 6이닝 2실점을 기록한 가운데, 23일 롯데전에서는 손주영이 7이닝 무실점을 기록했다. 25일 한화전에서는 엘리에이저 에르난데스가 역시 7이닝 8탈삼진 무실점을 기록한 것에 이어 26일 한화전에서는 임찬규가 9이닝 완봉승으로 대미를 장식했다. 27일은 올해 개막 5선발로 낙점된 좌완 송승기의 차례였다. 1군 등판 기록도 많지 않고, 이날이 첫 1군 선발 등판일이었다. 시범경기까지만 해도 제구가 흔들려 고전했다. 이날 큰 기대를 하는 사람은 많지 않았다. 염경엽 감독도 경기 전 되도록 5이닝은 채워주려고 노력한다고 말하면서도 볼넷이 많으면 안 된다고 전제 조건을 달았다. 3실점 정도까지는 용인하고, 그 다음은 상황을 보고 불펜을 총동원한다는 생각이었다. 어차피 전날 임찬규의 완봉승으로 불펜 체력은 남아 돌았다. 그런데 이날도 팀의 약점인 불펜은 크게 도드라지지 않았다. 송승기가 7이닝 무실점이라는 기대를 한참 뛰어넘는 활약으로 팀 승리를 이끌었기 때문이다. 1회부터 최고 시속 150㎞의 빠른 공을 던지며 쾌조의 페이스를 보여준 송승기는 특별한 위기 없이 1·2회를 넘기면서 안정감을 찾았다. 3회 선두 임종찬에게 2루타를 맞은 뒤 1사 3루에 몰렸으나 오히려 당당한 투구로 심우준 김태연을 연속 삼진으로 잡아내고 위기를 넘겼다. 이후 4회부터 7회 1사까지는 단 한 타자에게도 출루를 허용하지 않으며 힘을 냈다. 7회 1사 후 플로리얼에게 볼넷을 내준 뒤 폭투까지 나왔지만 역시 침착했다. 노시환과 채은성을 모두 3루수 땅볼로 돌려세우고 자신의 임무를 마쳤다. 비록 타선 지원을 받지 못해 승리투수가 되지는 못했으나 인상적인 투구였음은 분명했다. 송승기의 활약은 앞으로 조금 더 지켜볼 필요가 있다. 이날 잘 던지기는 했지만 뭔가를 판단하기에는 아직 표본이 적다. 하지만 나머지 네 명의 선발진은 든든하다. 에르난데스는 지난해 나름대로의 능력을 보여줬고, 치리노스는 메이저리그 경력이 화려하다. LG 선발 투수 중 종합적인 능력이 가장 좋다는 판단 하에 개막전 선발로 나섰을 정도다. 손주영은 이미 국가대표팀급 선수로 떠올랐다. 지금 당장 대표팀을 선발한다면 한 자리를 차지할 수 있는 선수다. 여기에 임찬규도 더 농익은 완급 조절을 보여주면서 적어도 지난해 수준의 활약을 해줄 것으로 기대를 모은다. 송승기를 비롯한 5선발 자원들이 조금 더 힘을 내준다면, 6월부터는 정상화가 예상되는 불펜과 더불어 강력한 시너지 효과도 기대할 수 있다.",2025-03-27
"최강 5선발, 손주영에서 ‘7이닝 무실점’ 송승기로…‘5연승’ LG, 개막 연속 매진 신기록까지","프로야구 LG 트윈스 송승기가 10개 구단의 5번째 선발 투수 중 최고의 투구를 선보이면서 팀의 5연승을 이끌었다. 문동주(한화 이글스)도 6개월 만에 복귀해 부활의 신호탄을 쐈지만 팀 연패를 끊는 데는 실패했다. LG는 27일 서울 잠실야구장에서 열린 2025 KBO리그 정규시즌 한화와의 홈 경기에서 2-1로 이겼다. 개막 5경기 연속 매진 신기록을 세운 LG는 주중 3연전을 싹쓸이하면서 5연승으로 리그 1위를 질주했다. 반면 한화는 최하위(1승4패)를 벗어나지 못한 가운데 대전 신구장 홈 개막전을 맞게 됐다. 1군 선발 데뷔전을 치른 송승기가 7이닝 1피안타 1사사구 무실점 완벽투를 선보였다. 지난해 상무 소속으로 퓨처스리그(2군) 다승, 평균자책점, 탈삼진 부문 3관왕에 올랐던 잠재력을 폭발시킨 것이다. 지난 시즌까지 손주영에게 붙었던 ‘최강 5선발’ 꼬리표가 송승기에게 넘어가는 모양새다. LG는 요니 치리노스, 손주영, 엘리에이저 에르난데스, 임찬규에 이어 송승기까지 빈틈없는 선발진을 구축했다. 5명 모두 퀄리티스타트(6이닝 3자책점 이하)를 기록하면서 LG가 경쟁팀들을 압도하는 중이다. 어깨 부상에서 돌아온 문동주도 5이닝 1피안타 무실점으로 팽팽하게 맞섰다. 다만 양 팀 타선이 경기 초반 침묵하면서 두 선발 투수 모두 승리를 챙기지 못했다. 승부는 8회에 갈렸다. LG 김현수가 한화 한승혁을 상대로 결승 2타점 적시타를 뽑아내면서 승기를 가져왔다. 한화는 9회 에스테반 플로리얼이 18타수 만에 한국 무대 첫 안타를 신고했지만 승부를 뒤집기엔 역부족이었다. 이날 유일하게 승리를 챙긴 선발 투수는 오원석(kt 위즈)이었다. 오원석은 두산 베어스와의 홈 경기에서 5이닝 2피안타 무실점을 기록했다. 지난해 10월 트레이드를 통해 kt에 합류한 오원석은 이적 후 첫 정규 등판에서 팀의 4-3 승리의 발판을 놨다. 5회 초 제구가 흔들리면서 2사 만루 상황을 맞았으나 강승호에게 땅볼을 유도해 위기를 넘겼다. kt는 배정대가 1점 홈런을 때렸고, 천성호와 장성우가 각각 적시타로 3타점을 합작하면서 두산의 5선발 김유성을 무너트렸다. 황동하와의 치열한 경쟁 끝에 KIA 타이거즈 5선발 자리를 꿰찬 김도현은 홈에서 키움 히어로즈를 상대로 6이닝 4피안타 2실점으로 호투했지만 팀의 3-5 패배로 빛이 바랬다. KIA는 7회 나성범의 투런포로 역전했지만 마무리 정해영이 1이닝 3실점으로 무너지면서 2연패에 빠졌다. 키움에선 최주환이 5타수 2안타 2타점으로 타선을 이끌었다.",2025-03-27
"결정적 순간 침묵 깬 '해결사' 김현수…""내가 끝내려 했다""","(서울=뉴스1) 이상철 기자 = 시즌 초반 극심한 타격 부진에 빠진 김현수가 결정적 순간 해결사로 나서며 LG 트윈스의 개막 5연승을 이끌었다. LG는 27일 서울 잠실구장에서 열린 2025 신한 SOL뱅크 KBO리그 홈 경기에서 한화 이글스를 2-1로 꺾고 개막 5연승을 질주, 단독 선두를 유지했다. 개막 후 완벽한 투타 조화로 승승장구하던 LG는 이날 경기에서 선취점을 뽑는 데 힘들어했다. 한화의 '1+1 카드' 문동주(5이닝 1피안타 6탈삼진 무실점)와 조동욱(1⅔이닝 1피안타 무실점)에 2안타로 묶이는 등 공격의 실마리를 찾지 못했다. 다행히 데뷔 첫 선발 등판한 송승기가 7이닝 1피안타 1볼넷 5탈삼진 무실점으로 잘 던져 팽팽한 0의 균형을 이어갈 수 있었다. 한 방이 필요한 순간, 김현수가 무대 위에 올랐다. 8회말 2사 만루에서 김현수는 한승혁의 3구째 몸쪽 150㎞ 직구를 통타, 적시타를 때려 귀중한 2점을 뽑았다. 이 타석 전까지 타율 0.077(13타수 1안타)로 타격감이 좋지 않았던 김현수인데, 중요한 찬스에서 존재감을 뽐냈다. 경기 후 김현수는 ""한승혁 투수가 (오)지환이를 앞에서 볼넷을 줬기 때문에 나와 빠르게 대결할 거라고 예상했다""며 ""타격 타이밍만 잘 맞히려고 집중했다. '내가 끝내야 한다'는 각오로 타석에 들어섰는데 운 좋게 좋은 타구가 나왔다""고 소감을 밝혔다. 시즌 첫 타점을 올린 김현수는 시즌 타율도 0.143(14타수 2안타)으로 끌어올렸다. LG의 득점이 너무 늦게 나오면서 송승기는 데뷔 첫 승을 올리지 못했다. 대신 8회초 구원 등판한 두 번째 투수 박명근이 승리투수로 기록됐다. 김현수는 ""(송)승기가 정말 잘 던졌는데 승리투수가 되지 못해 아쉽다. 그래도 팀이 개막 5연승을 이어가는 데 보탬이 돼 기쁘다""고 말했다.",2025-03-27
"‘신바람’ LG, 만원관중 앞 개막 5연승 질주 ... 단독 선두 지켜","LG 팬들이 기억할 만한 이름이 하나 더 늘어났다. LG 송승기(23)가 27일 한화와 KBO(한국야구위원회) 리그 경기에서 7이닝 무실점 호투를 하며 팀의 2대1 승리를 견인했다. 프로 데뷔 이후 첫 선발 등판이었다. LG는 개막 5연승을 달리며 단독 선두 자리를 지켰다. 이날 잠실 구장엔 2만3750명 만원 관중이 또 들어차면서 22일 개막전 이후 5경기가 내리 매진됐다. 지난 시즌까지만 해도 개막 연속 경기 매진은 역대 2경기가 가장 많은 수치였지만, 이 기록을 연일 경신하고 있다. 송승기는 2021년 신인 선발 2차 9라운드 전체 87순위로 LG에 입단한 뒤 1군에서 10이닝도 채 던지지 않은(9와 3분의 1이닝) 젊은 투수. 이번 경기 전까지 1군 통산 평균자책점 4.82로 눈에 띄는 실력을 보여주진 못했지만 2023년 상무 입대 후 야구에 눈을 떴다. 지난해 퓨처스리그(2군) 20경기에 나와 104와 3분의 2이닝 11승 4패 탈삼진 121개 평균자책점 2.41로 다승·평균자책점·삼진 3관왕에 오르는 등 활약했다. 성실히 1군 무대 복귀를 예열했다. 염경엽 감독은 경기 전 송승기를 두고 “(안타를) 맞아도 상관없으니 볼넷만 (많이) 주지 말았으면 한다”고 했는데 송승기는 이날 시속 150km에 육박하는 속구를 존 구석구석에 찌르며 사령탑 기대에 보답했다. 상대 출루를 단 두 차례(안타1 볼넷1)만 허용하며 한화 타선을 압도했다. 다만 LG가 송승기가 내려간 이후인 8회에 점수를 내 승리 투수는 되지 못했다. 송승기는 “(승리를 놓친 건) 별로 아쉽진 않고 이렇게 잘 던져서 만족스럽다”며 “만원 관중 앞에서 경기를 하는 건 처음이었는데 막상 야구장에 들어서니 긴장이 별로 안됐다. 앞으로 더 믿음을 주는 투수가 되고 싶다“고 했다. 한화(1승4패)는 돌아온 에이스 문동주(22)를 선발로 내세웠지만 팀 4연패를 끊지 못했다. 문동주는 지난해 어깨 부상 여파로 당초 3이닝만 던질 계획이었지만 피안타 1개만을 내주는 등 호투가 이어지자 2이닝을 더 책임졌다. 5이닝 무실점 탈삼진 6개. 최고 시속 158km 공을 뿌리며 ‘대전 왕자’의 건재함을 보여줬지만 타선이 2안타 빈공에 그치면서 빛이 바랬다. 광주에서는 키움(2승3패)이 KIA(2승3패)를 5대3으로 누르고 2연승을 이어갔다. 키움은 전날 정현우(19)에 이어 2경기 연속 고졸 신인을 선발로 내세웠다. 2025 신인 선발 4라운드 31순위 윤현(19)은 이날 5이닝 1실점 호투했다. 팀이 2대1로 앞선 상황에서 마운드를 내려왔지만 이후 7회 잠시 역전을 허용해 승리 투수는 되지 못했다. SSG(4승1패)는 안방 인천에서 롯데(1승4패)를 상대로 5대2 승리를 거두고 2연승을 달렸다. 수원에선 KT(3승2패)가 두산(1승4패)을 4대3으로 잡고 전날 패배를 설욕했다. 대구에선 NC(3승2패)가 삼성(3승2패)을 11대5로 꺾었다.",2025-03-27
"'5연승' LG 염경엽 감독 ""선발 송승기의 투구, 우리 팀에 희망 줬다""","[서울=뉴시스]문채현 기자 = 기대주 송승기의 기대 이상의 호투에 힘입어 LG 트윈스가 개막 5연승을 이어갔다. LG는 27일 잠실구장에서 열린 2025 신한 쏠뱅크 KBO리그 한화 이글스와의 경기에서 2-1 신승을 거뒀다. 염경엽 LG 감독 역시 송승기의 투구를 향해 만족감을 드러냈다. 데뷔 첫 선발 등판에 나선 송승기는 이날 94개 공을 던져 7이닝 1피안타 무실점을 기록, 만원 관중 앞에 강한 인상을 남겼다. 볼넷은 단 1개 만을 내주고 삼진은 5개를 잡았다. 경기 전까지만 해도 염경엽 감독은 ""(승기가) 볼넷만 내주지 않았으면 좋겠다. 선발 투수인 만큼 5이닝은 던져줬으면 좋겠다""고 말하며 우려를 내비치기도 했으나, 이날 경기에서 그가 보여준 활약에 염 감독은 결국 박수를 보내지 않을 수 없었다. 염경엽 감독은 경기 후 ""송승기가 KBO리그 1군 첫 선발경기임에도 당당하게 공격적인 피칭을 보여준 것에 대해 칭찬해 주고 싶다""고 말했다. 그는 ""(그의 오늘 경기력은) 앞으로의 경기와 투구에 대해서 나를 포함한 코칭스태프와 팀원들에게, 그리고 팬들에게도 희망을 주는 피칭이었다""고도 호평했다. 아울러 염 감독은 ""선발에 이어 나온 우리 승리 조 선수들이 자기 이닝을 잘 책임져주며 승리를 지킬 수 있었다""라며 ""전체적으로 오늘 시소 경기였는데 끝까지 집중력을 발휘해서 승리를 만들어낸 선수들 칭찬하고 싶다""고 덧붙였다. 이날 경기는 양 팀 선발진의 호투에 0-0 균형이 끈질기게 이어졌다. 그리고 해결사로 나선 타자는 김현수였다. 그는 8회말 2타점 적시타로 이날 경기를 승리로 이끌었다. 염 감독은 ""오늘의 결승타를 반전의 계기로 삼아 김현수의 타격감이 올라와서 그가 팀의 중심 역할을 꾸준히 해줬으면 좋겠다""는 바람을 드러냈다. 마지막으로 염 감독은 ""오늘도 관중석을 매진으로 가득 채워주시고 비가 오는 쌀쌀한 날씨에도 끝까지 자리에서 응원해 주신 팬들 덕분에 연승을 이어갈 수 있었다""며 팬들을 향한 감사 인사를 전했다.",2025-03-27
"신바람 LG, 첫 선발 송승기도 쾌투…5연승+5연속 매진 질주","프로야구 LG 트윈스가 시즌 초반 5경기 연속 매진 사례를 기록한 가운데, 해당 경기를 모두 승리로 장식하며 단독 선두를 질주했다. LG는 27일 잠실구장에서 열린 한화 이글스와의 2025 신한 SOL 뱅크 KBO리그 홈경기에서 7이닝 무실점으로 호투한 선발 송승기의 활약을 앞세워 2-1로 이겼다. 지난 주말 롯데 자이언츠와의 2연전에 이어 한화와의 주중 3연전까지 싹쓸이한 LG는 5연승으로 단독 선두를 유지했다. 지난 2021년 입단 이후 이날 처음 선발투수로 마운드에 오른 송승기는 타선이 침묵해 승리투수가 되진 못 했지만, 한화 선발 문동주에 밀리지 않는 묵직한 투구로 강한 인상을 남겼다. 최고시속 150㎞를 찍은 직구에 포크볼과 체인지업을 섞어 던지며 7회까지 삼진 5개를 뽑아내고 무실점으로 틀어막았다. 볼넷은 단 1개만 내줬다. 문동주도 최고시속 158㎞의 광속구를 뽐내며 5회까지 1피안타 6삼진 무실점을 기록해 합격점을 받았다. 송승기는 지난해 상무에서 11승 4패 평균자책점 2.41에 탈삼진 121개를 기록했다. 다승과 평균자책점, 탈삼진 3관왕에 오르며 남부리그를 평정한 뒤 올 시즌 LG의 5선발로 낙점 받았다. 앞서 LG 선발진이 잇달아 최상의 투구를 선보여 상대적으로 위축될 법했지만, 송승기는 냉정했고 날카로웠다. 팽팽하던 0의 균형은 8회에 깨졌다. 8회말 2사 만루 찬스에서 LG 김현수가 우전 적시타를 날려 두 명의 주자를 불러들이며 스코어를 2-0으로 바꿔놓았다. 한화가 이어진 9회초 마지막 찬스에 에스테반 플로리얼의 적시타로 한 점을 만회했지만, 후속타 불발로 승부를 뒤집진 못 했다. 염경엽 LG 감독은 경기 후 “송승기가 KBO리그 1군 첫 선발인데도 당당하고 공격적인 피칭을 보여준 점을 칭찬하고 싶다”면서 “앞으로 보여줄 투구에 대해 나를 포함해 코칭스태프와 팀원들, 팬들까지도 희망을 불러 일으켰다”고 의미를 부여했다. 관중 집계 전산화를 이룬 지난 2001년 이후 처음으로 개막 후 5연속 매진을 기록한 것에 대해서는 “비가 오는 쌀쌀한 날씨에도 관중석을 가득 채워주시고 끝까지 자리에서 응원해주신 분들 덕분에 연승을 이어갈 수 있었다”면서 “진심으로 감사드린다”고 덧붙였다. 수원에서는 홈팀 KT가 두산을 상대로 4-3 승리를 거뒀다. 지난해 SSG 랜더스에서 KT 유니폼으로 갈아입은 오원석이 이적후 첫 등판을 5이닝 2피안타 무실점으로 막고 선발승을 거뒀다. KT는 3승2패, 두산은 1승4패를 기록했다. 인천에선 홈팀 SSG가 롯데를 상대로 5-2로 역전승을 거뒀다. 광주 KIA챔피언스필드에서는 원정팀 키움 히어로즈가 9회초 최주환의 역전 결승 2타점 2루타를 앞세워 홈팀 KIA 타이거즈에 5-3으로 이겼다. 개막 초반 3연패의 부진에 빠진 키움은 하루 전에 이어 이틀 연속 승리를 신고하며 부진에서 벗어났다.",2025-03-27
"'데뷔 첫 선발' LG 송승기, 깜짝 호투…""부모님 관전 징크스 깼다""","(서울=뉴스1) 이상철 기자 = '선발 왕국' LG 트윈스는 5선발도 강했다. 5년 차 투수 송승기가 데뷔 첫 선발 등판 경기에서 7이닝 무실점 호투를 펼쳐 팀의 개막 5연승의 디딤돌을 놓았다. 송승기는 27일 서울 잠실구장에서 열린 한화 이글스와 2025 신한 SOL뱅크 KBO리그 홈 경기에서 선발 투수로 나가 7이닝 1피안타 1볼넷 5탈삼진 무실점으로 잘 던져 LG의 2-1 승리를 이끌었다. 비록 타선이 뒤늦게 터져 프로 첫 승을 놓쳤지만, 대단한 활약으로 자신의 이름 석 자를 각인시켰다. 또 직구 최고 구속 150㎞를 던져 개인 시즌 목표 한 가지를 달성했다. 수훈선수로 선정된 송승기는 ""야구장에 들어서니까 긴장이 별로 안 됐다. 그래서 내 공을 던질 수 있겠다는 자신감이 생겼다. 상대 타자와 대결에만 집중하며 열심히 던졌더니 좋은 결과가 뒤따라왔다""고 활짝 웃었다. 경기 전 염경엽 LG 감독은 ""(송)승기가 안타는 많이 맞더라도 볼넷만 안 줬으면 좋겠다. 투구 내용을 봐야 하나 3실점만 해줘도 나쁘지 않을 것 같다""고 말했는데, 송승기는 사령탑의 기대를 뛰어넘는 활약을 펼쳤다. 송승기는 ""감독님께서 공격적으로 투구하라고 주문하셨다. 포수 (이)주헌이랑 가볍게 투구하는 느낌으로 공을 던졌다""며 ""내가 던지고 싶은 대로 공이 잘 들어가기도 했다. 전체적으로 만족스럽다""고 말했다. 스프링캠프 5선발 경쟁의 승자가 된 송승기는 정규시즌을 앞두고 치른 삼성 라이온즈와 시범경기에서 3이닝 5피안타 3볼넷 3실점(2자책)으로 부진했다. 예방주사를 맞은 셈인데, 정규시즌을 준비하는 데 큰 도움이 됐다. 그는 ""(이)지강이형에게 조언을 구해서 변화구 연습에 몰두했다. 조언대로 하니까 금방 좋아졌다. 그렇게 연습한 걸 오늘 경기에서 해봤는데 잘 통했다""고 설명했다. 위기 상황도 있었다. 송승기는 0-0으로 맞선 7회초 1사에서 에스테반 플로리얼을 볼넷으로 내보낸 뒤 폭투까지 범해 득점권 상황에 몰렸다. 이어 노시환에게 파울 홈런을 허용했다. 아찔한 순간을 넘긴 송승기는 '공을 더 낮게 던져야겠다'고 마음먹었다. 그리고 노시환과 채은성을 모두 내야 땅볼로 유도해 무실점 투구를 완성했다. 송승기는 ""다른 선발 투수들이 너무 잘 던지고 있기 때문에 나도 5이닝만 던지면 좋겠다고 생각했다. 6이닝을 막으면 더더욱 좋고, 7이닝을 소화하면 완벽한 성공이라고 생각했다""며 ""승리투수가 안 됐으나 전혀 아쉽지 않다. 이렇게 잘 던진 게 훨씬 만족스럽다""고 밝혔다. 이번 한화와 3연전을 통해 얻은 것도 많다. 롤모델 류현진으로부터 직접 사인을 받았고, 부모님이 보신 앞에서 든든한 모습도 보였다. 송승기는 ""어렸을 때부터 유독 부모님이 관전하러 오신 경기에서는 너무 못 했다. 그래서 오늘 경기에 대한 걱정도 있었는데, 다행히 잘 덜져서 그 징크스를 깼다""고 전했다.",2025-03-27
